/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_34_255.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_34_255.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_34_255.jpg, 0, 1, 0, 30,19044
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_34_388.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_34_388.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_34_388.jpg, 0, 1, 0, 30,19042
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_34_507.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_34_507.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_34_507.jpg, -0,1802609, 1, 0, 30,18234
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_34_608.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_34_608.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_34_608.jpg, -0,4849584, 1, 0, 30,14704
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_34_735.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_34_735.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_34_735.jpg, -0,1029983, 1, 0, 30,19214
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_34_841.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_34_841.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_34_841.jpg, 0, 1, 0, 30,18937
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_34_954.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_34_954.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_34_954.jpg, 0, 1, 0, 30,19082
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_35_067.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_35_067.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_35_067.jpg, 0, 1, 0, 30,19029
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_35_167.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_35_167.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_35_167.jpg, 0,04400039, 1, 0, 30,19125
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_35_267.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_35_267.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_35_267.jpg, 0, 1, 0, 30,19014
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_35_385.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_35_385.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_35_385.jpg, 0, 1, 0, 30,19023
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_35_502.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_35_502.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_35_502.jpg, 0, 1, 0, 30,19028
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_35_617.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_35_617.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_35_617.jpg, 0, 1, 0, 30,19026
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_35_721.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_35_721.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_35_721.jpg, 0, 1, 0, 30,19028
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_35_837.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_35_837.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_35_837.jpg, 0, 1, 0, 30,19078
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_35_968.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_35_968.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_35_968.jpg, 0, 1, 0, 30,1905
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_36_071.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_36_071.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_36_071.jpg, 0, 1, 0, 30,19092
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_36_192.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_36_192.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_36_192.jpg, 0, 1, 0, 30,19065
/home/pedro/behavioral-cloning-one-camera/Data/IMG/center_2018_10_23_13_57_36_305.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/left_2018_10_23_13_57_36_305.jpg, /home/pedro/behavioral-cloning-one-camera/Data/IMG/right_2018_10_23_13_57_36_305.jpg, 0, 1, 0, 30,19047
